0,1
0.01,0.99995
0.02,0.999800007
0.03,0.999550034
0.04,0.999200107
0.05,0.99875026
0.06,0.99820054
0.07,0.997551
0.08,0.996801706
0.09,0.995952733
0.1,0.995004165
0.11,0.993956098
0.12,0.992808636
0.13,0.991561894
0.14,0.990215996
0.15,0.988771078
0.16,0.987227283
0.17,0.985584767
0.18,0.983843693
0.19,0.982004235
0.2,0.980066578
0.21,0.978030915
0.22,0.975897449
0.23,0.973666395
0.24,0.971337975
0.25,0.968912422
0.26,0.966389978
0.27,0.963770896
0.28,0.961055438
0.29,0.958243876
0.3,0.955336489
0.31,0.95233357
0.32,0.949235418
0.33,0.946042344
0.34,0.942754666
0.35,0.939372713
0.36,0.935896824
0.37,0.932327346
0.38,0.928664636
0.39,0.92490906
0.4,0.921060994
0.41,0.917120823
0.42,0.91308894
0.43,0.90896575
0.44,0.904751663
0.45,0.900447102
0.46,0.896052498
0.47,0.891568288
0.48,0.886994923
0.49,0.882332859
0.5,0.877582562
0.51,0.872744508
0.52,0.86781918
0.53,0.862807071
0.54,0.857708681
0.55,0.852524522
0.56,0.847255111
0.57,0.841900975
0.58,0.83646265
0.59,0.830940679
0.6,0.825335615
0.61,0.819648018
0.62,0.813878457
0.63,0.808027508
0.64,0.802095758
0.65,0.796083799
0.66,0.789992231
0.67,0.783821666
0.68,0.777572719
0.69,0.771246015
0.7,0.764842187
0.71,0.758361876
0.72,0.751805729
0.73,0.745174402
0.74,0.738468559
0.75,0.731688869
0.76,0.724836011
0.77,0.71791067
0.78,0.710913538
0.79,0.703845316
0.8,0.696706709
0.81,0.689498433
0.82,0.682221207
0.83,0.67487576
0.84,0.667462826
0.85,0.659983146
0.86,0.652437468
0.87,0.644826547
0.88,0.637151144
0.89,0.629412027
0.9,0.621609968
0.91,0.613745749
0.92,0.605820157
0.93,0.597833982
0.94,0.589788025
0.95,0.581683089
0.96,0.573519986
0.97,0.565299531
0.98,0.557022547
0.99,0.548689861
1,0.540302306
1.01,0.531860721
1.02,0.523365951
1.03,0.514818845
1.04,0.506220257
1.05,0.497571048
1.06,0.488872082
